Business Name,Address,City,State,Zip Code,Full Address,Latitude,Longitude,Registered* Indoor (square feet),Registered* Outdoor (acres),Planted* Indoor (sqft),Planted* Outdoor (acres)
Patriot Farms,1954 Dublin Road,Penfield,NY,14526,1954 Dublin Road Penfield NY 14526 ,44.5327326,-74.8871230,640.00,40.00,,4.25
Reef Crops LLC,6305 Court Street Road,Easy Syracuse,NY,13057,6305 Court Street Road Easy Syracuse NY 13057 ,43.1410190,-77.4218620,"193,006.00",20.00,71.00,6.00
Hindsight Farm,5331 Heverly Road,Trumansburg,NY,14886,5331 Heverly Road Trumansburg NY 14886 ,43.0903367,-76.0843844,,4.00,,0.08
Sativa Nova US Corporation,9 East Loockerman Street Ste 202,Dover,DE,19901,9 East Loockerman Street Ste 202 Dover DE 19901 ,42.4751490,-76.7647620,"1,920.00",6.00,,
Fleming Valley Homestead,4650 County Highway 14,Treadwell,NY,13846,4650 County Highway 14 Treadwell NY 13846 ,39.1595766,-75.5203063,,4.00,,4.00
3XC OZBP I LLC,2484 Frankel Blvd,Merrick,NY,11566,2484 Frankel Blvd Merrick NY 11566 ,42.3437173,-75.0495355,,70.00,,
Heartstone Organic Farm,7529 Reeds Corners Rd,Dansville,NY,14437,7529 Reeds Corners Rd Dansville NY 14437 ,40.6539678,-73.5395951,600.00,10.25,0.24,
Island Grow LLC,"474 Westbury Ave, Unit 5",Carle Place,NY,11514,"474 Westbury Ave, Unit 5 Carle Place NY 11514 ",42.6565630,-77.6675900,"12,500.00",0.25,"26,068.00",0.37
Jon Bower,787 Green Lake Road,Catskill,NY,12414,787 Green Lake Road Catskill NY 12414 ,40.7504265,-73.6073157,"1,200.00",0.00,128.00,0.50
3XC OZBP II LLC,2909 Frankel Blvd,Merrick,NY,11566,2909 Frankel Blvd Merrick NY 11566 ,42.3059350,-73.8780000,,27.00,,
Gage Farms,3121 Route 54A,Keuka Park,NY,14478,3121 Route 54A Keuka Park NY 14478 ,40.6514707,-73.5372116,,14.00,,15.00
Kannabis Trading Co.,54 Steam Whistle Drive,Warminster,PA,18974,54 Steam Whistle Drive Warminster PA 18974 ,42.6088336,-77.1118039,,25.00,,
MAF Cultivators Inc.,2994 Lowell Ave,Wantagh,NY,11793,2994 Lowell Ave Wantagh NY 11793 ,40.2272731,-75.0645688,,2.00,,
The Eclectic Farmstead,5716 McKee Road,Newfane,NY,14108,5716 McKee Road Newfane NY 14108 ,40.6730206,-73.5198631,768.00,2.00,,0.64
Hudson River Hemp LLC,"20 Corporate Park Drive, Suite C",Hopewell Junction,NY,12533,"20 Corporate Park Drive, Suite C Hopewell Junction NY 12533 ",43.2724230,-78.7200809,"30,500.00",56.00,,3.00
Feather Farm,2545 Lucas Turnpike,High Falls,NY,12440,2545 Lucas Turnpike High Falls NY 12440 ,41.5374089,-73.8399695,"3,000.00",0.00,,0.00
P&R Farms,Daboll Road,Memphis,NY,13112,Daboll Road Memphis NY 13112 ,41.8152106,-74.1616634,"3,520.00",5.00,90.00,1.50
Dutchtown Farms LLC,70 Dutchtown Road,Ouaquaga,NY,13826,70 Dutchtown Road Ouaquaga NY 13826 ,43.1080926,-76.4083269,,245.00,,15.00
Frank Nuciola,PO Box 12,Sodus,NY,14551,PO Box 12 Sodus NY 14551 ,42.1060576,-75.6348790,"1,200.00",10.00,,2.00
Hunter Pharms (Formerly Timothy Hunter),3216 Jeffery Road,Palmyra,NY,14522,3216 Jeffery Road Palmyra NY 14522 ,43.2236974,-77.0334179,,17.00,,12.00
Joshua Adam Wilson,1168 Victor Road,Macedon,NY,14502,1168 Victor Road Macedon NY 14502 ,43.0920203,-77.2260329,"1,400.00",,360.00,
Mark Poretta II,223 Canandaigua Street,Palmyra,NY,14522,223 Canandaigua Street Palmyra NY 14522 ,43.0511740,-77.3326050,,33.00,,0.00
Weaver Road Farms LLC,9391 Center Road,Fredonia,NY,14063,9391 Center Road Fredonia NY 14063 ,43.0601780,-77.2339210,"10,870.00",3.00,"6,018.00",0.12
Peter Downes & Son Inc.,280 Crawford Street,Pine Bush,NY,12566,280 Crawford Street Pine Bush NY 12566 ,42.4067121,-79.2372293,,9.00,,
Del Vino Vineyards,29 Norwood Road,Northport,NY,11768,29 Norwood Road Northport NY 11768 ,41.5896550,-74.3639710,320.00,2.00,,0.00
Wild Turkey Farm LLC,420 E 55th Street 9D,New York,NY,10022,420 E 55th Street 9D New York NY 10022 ,40.9134190,-73.3248120,"1,000.00",1.00,,0.00
Hemp Yankee LLC,323 Fish Hill Road,Marathon,NY,13803,323 Fish Hill Road Marathon NY 13803 ,40.7562471,-73.9625705,,18.00,,
Newcombs Farm,1498 Thacher Park Road,East Berne,NY,12059,1498 Thacher Park Road East Berne NY 12059 ,42.4215040,-75.9596320,,9.00,,
P & B Tru Farm LLC,2054 County Road 24,New Berlin,NY,13411,2054 County Road 24 New Berlin NY 13411 ,42.6300582,-74.0628063,,30.00,,
42 Degrees LLC,206 Glen Street,Glens Falls,NY,12801,206 Glen Street Glens Falls NY 12801 ,42.7084361,-75.3658340,,40.00,,
David Allen,186 Westkill Road,Jefferson,NY,12093,186 Westkill Road Jefferson NY 12093 ,43.3099656,-73.6452967,,3.00,,
Geoponic Husbandry Operations and Support Technologies,213 Tioga Street #665,Ithaca,NY,14851,213 Tioga Street #665 Ithaca NY 14851 ,42.4869623,-74.5930319,,950.00,,0.00
Thunderbird Farms LLC,6 Sodrick Lane,Pine Island,NY,10969,6 Sodrick Lane Pine Island NY 10969 ,42.4410913,-76.4963509,,5.00,,1.36
TJ Enterprise Inc.,455 Snyders Corners Road,Poestenkill,NY,12140,455 Snyders Corners Road Poestenkill NY 12140 ,41.3186160,-74.4465790,"100,000.00",,,
PROPER reLEAF,5660 Groveland Hill Road,Geneseo,NY,14454,5660 Groveland Hill Road Geneseo NY 14454 ,42.6830534,-73.5882364,920.00,4.40,250.00,3.00
John Rudl Jr dba Lime Ledge Farms,3982 Miller Road,Auburn,NY,13021,3982 Miller Road Auburn NY 13021 ,42.7399631,-77.7589544,,18.00,,
White Tail Farms,18 Beldon Ryan Road,Berkshire,NY,13736,18 Beldon Ryan Road Berkshire NY 13736 ,42.9818150,-76.4767449,,10.00,,
A Kumbaya Enterprise LLC,3378 Pine Hill Road,Marathon,NY,13803,3378 Pine Hill Road Marathon NY 13803 ,42.3394083,-76.1940865,500.00,0.00,,0.10
Waldo's Water Farm,136 N Cross Road,Lagrangeville,NY,12540,136 N Cross Road Lagrangeville NY 12540 ,42.4823639,-76.0506050,,1.00,"20,000.00",
Cyrus J. Padgett,2 Park Street,Addison,NY,14801,2 Park Street Addison NY 14801 ,41.6777080,-73.7488300,,28.00,,3.00
Sensei Growth Consulting LLC,1 Hunter Road,Washingtonville,NY,10992,1 Hunter Road Washingtonville NY 10992 ,42.0995808,-77.2356880,"2,160.00",,,
Maria Learn-Heal and Adam Joseph Mozdyniewicz,4744 County Route 10,Cameron,NY,14819,4744 County Route 10 Cameron NY 14819 ,41.4419341,-74.1497553,,11.00,,11.00
Audrey Mayette,3348 Lisk Road,Odessa,NY,14869,3348 Lisk Road Odessa NY 14869 ,42.1991641,-77.4063469,"4,700.00",1.00,,0.68
Schoharie Valley Hemp,149 Bridge Street,Schoharie,NY,12157,149 Bridge Street Schoharie NY 12157 ,42.3967771,-76.7490950,"12,000.00",60.00,,0.00
Jake Davis,109 Main Street,Esperance,NY,12206,109 Main Street Esperance NY 12206 ,42.6623389,-74.3203000,"2,800.00",18.00,"4,050.00",0.00
Dayspring Company,1321 Bellows Road,Baldwinsville,NY,13027,1321 Bellows Road Baldwinsville NY 13027 ,42.7648930,-74.2668710,"3,400.00",21.00,,0.03
Song Valley Organic Farms,4930 Millersport Hwy,East Amherst,NY,14051,4930 Millersport Hwy East Amherst NY 14051 ,43.2075370,-76.4124960,"3,000.00",1.00,100.00,0.23
Cedarland Development Group,60 Lakefront Blvd Ste 310,Buffalo,NY,14202,60 Lakefront Blvd Ste 310 Buffalo NY 14202 ,43.0687633,-78.7123899,"89,000.00",,,
Brice Marden,12 Rose Hill Lane,Tivoli,NY,12583,12 Rose Hill Lane Tivoli NY 12583 ,42.8819800,-78.8832151,,1.00,,1.21
Plant Connection Inc.,5873 Sound Avenue,Riverhead,NY,11901,5873 Sound Avenue Riverhead NY 11901 ,42.0650691,-73.9235507,,20.00,,
MegCar LLC,363 Eastern Boulevard,Watertown,NY,13601,363 Eastern Boulevard Watertown NY 13601 ,40.9796895,-72.5990631,"14,000.00",400.00,,400.00
Mills Family Farm,1725 Ham Road,Basom,NY,14013,1725 Ham Road Basom NY 14013 ,43.9720328,-75.8798781,,"1,704.00",,0.10
Founding Farmerz LLC,11 Sagamore Lane,East Brunswick,NJ,8816,11 Sagamore Lane East Brunswick NJ 8816 ,43.0861460,-78.3590679,,7.00,,
Fare Thee Well Farm Inc.,671 South Ave,Jamestown,NY,14701,671 South Ave Jamestown NY 14701 ,40.4153428,-74.4278768,"1,680.00",0.00,"2,440.00",
Homegrown Hemp at RBF,114 Prospect Hill Road,Pine Plaines,NY,12567,114 Prospect Hill Road Pine Plaines NY 12567 ,42.0737320,-79.2515279,,4.00,,
David Dzielak,1427 Richard Road,Skaneateles,NY,13152,1427 Richard Road Skaneateles NY 13152 ,41.9991800,-73.6127700,550.00,46.00,,0.05
Twin Valley Farms,6970 Twin Valley Terrace,Almond,NY,14804,6970 Twin Valley Terrace Almond NY 14804 ,42.8399090,-76.3198589,,121.00,,
Tadt Services LLC,509 W Main Street,Fredonia,NY,14063,509 W Main Street Fredonia NY 14063 ,42.3041515,-77.7502526,"4,000.00",3.00,,0.50
Humbert Farms LLC,3896 Lake Corners Rd - Rose Valley Rd,Clyde,NY,14433,3896 Lake Corners Rd - Rose Valley Rd Clyde NY 14433 ,42.4283990,-79.3516099,,12.00,,6.00
Angeli.Co LLC dba State Bridge Farm,5985 State Route 46,Durhamville,NY,13054,5985 State Route 46 Durhamville NY 13054 ,43.0842314,-76.8694049,,23.00,,
Black Rock Holistic Health Center LLC,4 Calderwood Court,Bridgeport,CT,6605,4 Calderwood Court Bridgeport CT 6605 ,43.1517642,-75.6762226,900.00,50.00,,1.00
Leisuretime Greenhouses,2484 State Highway 67,West Charlton,NY,12010,2484 State Highway 67 West Charlton NY 12010 ,41.1538922,-73.2215272,"38,140.00",189.00,"1,914.50",219.46
ReliefLeaf LLC,2612 Route 52,Hopewell Junction,NY,12533,2612 Route 52 Hopewell Junction NY 12533 ,42.9739660,-74.0507780,600.00,32.00,,10.00
Dave Bender,7114 Hunters Creek Road,South Wales,NY,14139,7114 Hunters Creek Road South Wales NY 14139 ,41.5548072,-73.7822933,"1,500.00",0.00,,0.00
Brian Hisert,204 Eaker Road,Fort Plain,NY,13339,204 Eaker Road Fort Plain NY 13339 ,42.6902470,-78.5188950,,21.00,,1.00
The Trim Reaper,5395 Purcell Road,Hemlock,NY,14466,5395 Purcell Road Hemlock NY 14466 ,42.9844687,-74.5142393,700.00,1.00,92.00,0.00
Silver Fin Lodge Inc.,17799-801 County Hwy 17,Roscoe,NY,12776,17799-801 County Hwy 17 Roscoe NY 12776 ,42.7633168,-77.5669347,"23,100.00",,"4,800.00",
Tallulah Jack's,3560 Five Mile Road,Allegany,NY,14706,3560 Five Mile Road Allegany NY 14706 ,41.9663500,-75.0068280,"4,000.00",5.00,,0.00
Green Man's Garden,190 West Falls Road,West Falls,NY,14170,190 West Falls Road West Falls NY 14170 ,42.1539000,-78.4995470,500.00,,,
Eric Niermeyer,704 Princeton Drive,Vestal,NY,13850,704 Princeton Drive Vestal NY 13850 ,42.7175474,-78.6667771,,169.00,,
Northeast Botanicals Distribution LLC,"1100 Military Road, Unit #1",Kenmore,NY,14219,"1100 Military Road, Unit #1 Kenmore NY 14219 ",42.0862509,-76.0063001,"5,000.00",,,
Morgiewicz Produce Inc.,406 Pulaski Highway,Goshen,NY,10924,406 Pulaski Highway Goshen NY 10924 ,42.9623533,-78.8898272,,15.00,,
Flower Brooke Farms,7260 State Route 22,Granville,NY,12832,7260 State Route 22 Granville NY 12832 ,41.3178547,-74.4400828,150.00,24.00,,0.50
Bianchi Davis Greenhouse Inc.,286 Doctor's Path,Riverhead,NY,11901,286 Doctor's Path Riverhead NY 11901 ,43.3069850,-73.2719700,"18,800.00",,"46,950.00",
Emily Kyle Nutrition LLC,6136 Decker Road,Livonia,NY,14487,6136 Decker Road Livonia NY 14487 ,40.9457205,-72.6546246,,3.00,,0.00
Stillwater Farms LLC,1977 Rand Hill Road,Altona,NY,12910,1977 Rand Hill Road Altona NY 12910 ,42.7703230,-77.6851670,160.00,0.00,160.00,0.00
Daniel McPike,336 Blythe Road,Hannibal,NY,13074,336 Blythe Road Hannibal NY 13074 ,44.7935454,-73.6609476,,5.00,,2.00
Lincoln Rich,8696 Bishop Road,Lyons,NY,14489,8696 Bishop Road Lyons NY 14489 ,43.3501800,-76.6031020,,6.00,,0.00
Fen's Edge Farm,307 East Mountain Rd South,Cold Spring,NY,10516,307 East Mountain Rd South Cold Spring NY 10516 ,43.0908027,-76.9708466,,1.00,,
"United States Department of Agriculture, Plant Genetic Resources Unit (USDA PGRU)",630 West North Street,Geneva,NY,14456,630 West North Street Geneva NY 14456 ,41.4704477,-73.9030286,"3,300.00",,,
Palaca Dew Farm LLC,32 Douglaston Drive,Plattsburgh,NY,12901,32 Douglaston Drive Plattsburgh NY 12901 ,42.8774685,-77.0071906,"1,200.00",0.00,,
Knock On Hemp LLC,50 East Sandford Blvd,Mount Vernon,NY,10550,50 East Sandford Blvd Mount Vernon NY 10550 ,44.7679929,-73.4887827,"1,000.00",2.00,,
Hemp Grow NY LLC,49 John Hicks Drive,Warwick,NY,10990,49 John Hicks Drive Warwick NY 10990 ,40.8999014,-73.8298221,"2,500.00",,6.00,
Homecrest Farm,170 Robs Road,Old Chatham,NY,12136,170 Robs Road Old Chatham NY 12136 ,41.2743443,-74.3101483,,2.00,,
The Malitta Ride LLC,7961 State Route 5,Little Falls,NY,13365,7961 State Route 5 Little Falls NY 13365 ,42.3920423,-73.5728404,"1,500.00",40.00,423.00,1.50
Circle G Ranch NY LLC,30-75 14th Street,Astoria,NY,11102,30-75 14th Street Astoria NY 11102 ,43.0261669,-74.7899578,"1,440.00",5.00,"2,900.00",1.44
Miranda Hemp Farm,403B Elizabeth Street,Mechanicville,NY,12118,403B Elizabeth Street Mechanicville NY 12118 ,40.7689205,-73.9311794,,3.00,,0.01
Sunnyville Farms,14145 State Highway 37,Massena,NY,13662,14145 State Highway 37 Massena NY 13662 ,42.9069034,-73.6940233,"2,400.00",5.00,410.00,1.04
Green Spade Farms LLC,156 Langlitz Road,Westtown,NY,10998,156 Langlitz Road Westtown NY 10998 ,44.9091212,-75.0317424,"2,900.00",,,
Good Life Farm,4017 Hickock Road,Interlaken,NY,14847,4017 Hickock Road Interlaken NY 14847 ,41.3348830,-74.5621820,"1,440.00",0.00,,0.16
Genetics Guru,1909 Hawleyton Rd,Binghamton,NY,13903,1909 Hawleyton Rd Binghamton NY 13903 ,42.6083543,-76.6990059,"37,424.00",0.30,,
Keepers of the Hemp,"3211 E Flamingo Road, 101",Las Vegas,NY,89121,"3211 E Flamingo Road, 101 Las Vegas NY 89121 ",42.0665720,-75.9291750,,10.00,,
Bio Natural Organics Inc.,28 Hildreth Lane,Sagoponack,NY,11962,28 Hildreth Lane Sagoponack NY 11962 ,36.1142373,-115.1049104,"5,000.00",,,
Chickidoo Hempstead,199 Tally Ho Road,Middletown,NY,10940,199 Tally Ho Road Middletown NY 10940 ,40.9445787,-72.2798182,500.00,0.50,,0.01
Boisvert Farms,429 Hines Road,Newfield,NY,14867,429 Hines Road Newfield NY 14867 ,41.4542061,-74.5045003,,2.00,,0.01
Hedonic Tonic LLC dba Earthy Bloom Nursery,4 Avon Place,Albany,NY,12203,4 Avon Place Albany NY 12203 ,42.3975764,-76.6308696,112.00,,54.00,
Maple Shore Estates LLC,13400 Sage Thrasher Lane,Charlotte,NC,28278,13400 Sage Thrasher Lane Charlotte NC 28278 ,42.6732294,-73.8182655,,15.00,,1.10
Natural Industries LLC,4476 Main Street Suite 106,Amherst,NY,14226,4476 Main Street Suite 106 Amherst NY 14226 ,35.1435086,-81.0385899,"75,000.00",,,
Emerald City NY LLC/Green Spectrums,46 Foster Road Suite 1,Hopewell Junction,NY,12533,46 Foster Road Suite 1 Hopewell Junction NY 12533 ,42.9639799,-78.7845759,"1,500.00",,,
LPC Naturals LLC,8545 Main Street,Clarence,NY,14031,8545 Main Street Clarence NY 14031 ,41.5916454,-73.7969047,600.00,,100.00,
HEALium LLC,978 Ridge Road,Schenectady,NY,12302,978 Ridge Road Schenectady NY 12302 ,42.9822160,-78.5770812,"2,000.00",,600.00,
HydrOrganic Farms LLC,338 Main Street,East Setauket,NY,11733,338 Main Street East Setauket NY 11733 ,42.8713818,-73.9901531,960.00,,21.00,
MountainTop Hemp,PO Box 681 County Route,Accord,NY,12404,PO Box 681 County Route Accord NY 12404 ,40.9435187,-73.0967633,"2,100.00",5.00,,
Woods of Wellness LLC,14 Old Forge Road #2,Woodstock,NY,12498,14 Old Forge Road #2 Woodstock NY 12498 ,41.7856489,-74.2290366,260.00,6.00,3.88,2.00
CNY Restorations,1366 Lestina Beach Road,Bridgeport,NY,13030,1366 Lestina Beach Road Bridgeport NY 13030 ,42.0416423,-74.1191131,120.00,3.00,27.00,0.38
CBD HEMP Ventures LLC,655 Stark Terrace,Ballston Spa,NY,12020,655 Stark Terrace Ballston Spa NY 12020 ,43.1569645,-75.9032932,800.00,1.00,,
Of an Oasis,2500 W Danby Road,Spencer,NY,14883,2500 W Danby Road Spencer NY 14883 ,43.0612769,-73.8672442,500.00,4.00,500.00,1.00
Blue Mountain Growers LLC,975 Blue Mountain Road,Saugerties,NY,12477,975 Blue Mountain Road Saugerties NY 12477 ,42.3092074,-76.5231356,"2,000.00",77.00,,0.69
CG Drywall,3898 Phelps Rd,Stanley,NY,14561,3898 Phelps Rd Stanley NY 14561 ,42.1303110,-74.0193398,,5.00,,
Timber Trails Forest Farm,5565 County Rd 33,Canandaigua,NY,14424,5565 County Rd 33 Canandaigua NY 14424 ,42.7888830,-77.2105830,"2,000.00",2.00,,0.04
Cannabis Battles Cancer House of Hope,1246 Masten Rd,Hinsdale,NY,14743,1246 Masten Rd Hinsdale NY 14743 ,42.7489250,-77.4358139,228.00,,15.00,0.50
Shepherd's Hollow Farm,132 Salerno Road,Cooperstown,NY,13326,132 Salerno Road Cooperstown NY 13326 ,42.1467758,-78.3725628,"2,784.00",3.00,200.00,0.20
Gunnar Glover (Mountain Moor Farm),5171 Fitzgerald Road,Burdett,NY,14818,5171 Fitzgerald Road Burdett NY 14818 ,42.6458889,-74.8800490,"3,360.00",3.00,21.01,0.28
Upstate Hydroponic Growers LLC,1321 Saratoga Rd,Ballston Spa,NY,12020,1321 Saratoga Rd Ballston Spa NY 12020 ,42.4405655,-76.7704920,"3,600.00",,89.99,
ROC Hemp,35 Normandale Dr,Rochester,NY,14624,35 Normandale Dr Rochester NY 14624 ,42.9744262,-73.8624204,,1.00,,0.15
High Stakes Hemp LLC,143 State Route 169,Little Falls,NY,13365,143 State Route 169 Little Falls NY 13365 ,43.1516362,-77.6888418,"3,360.00",7.00,75.00,0.12
Lynford Wise,1811 Kuney Road,Romulus,NY,14541,1811 Kuney Road Romulus NY 14541 ,43.0444900,-74.8600972,,2.00,,0.42
Flavour Fields,23423 CR 48,Cutchogue,NY,11935,23423 CR 48 Cutchogue NY 11935 ,42.8054670,-76.8467870,"110,000.00",20.00,,
Hacienda Don Pedro,307 Meeker Road,Shawangunk,NY,12589,307 Meeker Road Shawangunk NY 12589 ,41.0332188,-72.4923239,,1.00,,
Yager Farms Inc,8880 Hammond Drive,Eden,NY,14057,8880 Hammond Drive Eden NY 14057 ,41.6660690,-74.2628600,"4,000.00",1.00,20.00,0.02
Star Land Farm,2291 Perry City Road,Ithaca,NY,14850,2291 Perry City Road Ithaca NY 14850 ,42.6435745,-78.8930392,"1,200.00",1.00,,
Kirch Farms and Forests LLC,6209 Keystone Way,Jamesville,NY,13078,6209 Keystone Way Jamesville NY 13078 ,42.4964177,-76.5675393,"1,000.00",10.00,,
Whiskey River Farms Enterprises LLC,21 Locust Ave East,Farmingdale,NY,11735,21 Locust Ave East Farmingdale NY 11735 ,43.0259904,-76.0884557,"2,880.00",15.00,,2.00
Brand S Farms Organics LLC,2353 Vorhees Hill Road,Wellsville,NY,14895,2353 Vorhees Hill Road Wellsville NY 14895 ,40.7203639,-73.4372964,"15,228.00",10.00,,2.00
Paul Dersam Inc,27 Dersam Road,Alden,NY,14004,27 Dersam Road Alden NY 14004 ,42.1012996,-77.8795796,,1.00,,
Sacred Seed Farm,5410 Pine Ridge Road,Trumansburg,NY,14886,5410 Pine Ridge Road Trumansburg NY 14886 ,42.8663210,-78.4794420,600.00,1.00,,0.03
Green Acres Farm,182 Mace Road,Gilboa,NY,12076,182 Mace Road Gilboa NY 12076 ,42.5021960,-76.6679520,,67.50,,
Magin Farms LLC,3561 Reeves Road,Maion,NY,14505,3561 Reeves Road Maion NY 14505 ,42.4612250,-74.3749490,800.00,,500.00,
Frank Farm,3042 Rt 346,N. Pownal,VT,5261,3042 Rt 346 N. Pownal VT 5261 ,43.1346030,-77.1750000,,2.00,,1.00
Cardea at Twin Elms LLC,1196 E. Main St.,East Aurora,NY,14052,1196 E. Main St. East Aurora NY 14052 ,42.7979899,-73.2644306,,5.00,,
Knapp Hemp,283 Chelsea Meadows Dr.,West Henrietta,NY,14586,283 Chelsea Meadows Dr. West Henrietta NY 14586 ,42.7691650,-78.5869767,,5.00,,2.50
High Peaks CBD LLC,100 Fish Hollow Rd.,Chestertown,NY,12817,100 Fish Hollow Rd. Chestertown NY 12817 ,43.0564517,-77.6613751,"2,000.00",12.00,,0.20
Ithaca College,953 Danby Road,Ithaca,NY,14850,953 Danby Road Ithaca NY 14850 ,43.7082787,-73.8927741,"4,946.00",3.00,,
Gulf Creek Station LLC,5788 Bonny Hill Road,Bath,NY,14810,5788 Bonny Hill Road Bath NY 14810 ,42.4199351,-76.4969643,,4.00,,
Simply Gold LLC,1331 Lincoln Pl. #1,Brooklyn,NY,11213,1331 Lincoln Pl. #1 Brooklyn NY 11213 ,42.2808530,-77.3256172,"1,000.00",10.00,,
Indigenous Cannabis Hemp LLC,3193 Buffalo Avenue,Niagara Falls,NY,14303,3193 Buffalo Avenue Niagara Falls NY 14303 ,40.6699552,-73.9324229,"7,380.00",,685.00,
Flora Hemp LLC,3193 Buffalo Avenue,Niagara Falls,NY,14303,3193 Buffalo Avenue Niagara Falls NY 14303 ,43.0812697,-79.0203749,"1,820.00",,210.00,
CalmUnity Farms,39 Wuthering Drive,Elmira,NY,14903,39 Wuthering Drive Elmira NY 14903 ,43.0812697,-79.0203749,,0.50,,
BYM Group LLC,1447 Saint Paul Street,Rochester,NY,14621,1447 Saint Paul Street Rochester NY 14621 ,42.1403937,-76.8590785,"44,079.00",,,
Puregreengrowth Inc,4347 U.S. Route 11,Pulaski,NY,13142,4347 U.S. Route 11 Pulaski NY 13142 ,43.1818842,-77.6258685,"16,800.00",,,
